cohort	model	param	value
OV_PFI_df377	MTLR	regularization	C1=1
OV_PFI_df377	MVL	weight_XGBoost	0.47745
OV_PFI_df377	MVL	weight_RSF	0
OV_PFI_df377	MVL	weight_MTLR	0
OV_PFI_df377	MVL	weight_Boruta	0
PAAD_DFI_df377	XGBoost	objective	survival:cox
PAAD_DFI_df377	XGBoost	eval_metric	cox-nloglik
PAAD_DFI_df377	XGBoost	eta	0.05
PAAD_DFI_df377	XGBoost	max_depth	4
PAAD_DFI_df377	XGBoost	min_child_weight	3
PAAD_DFI_df377	XGBoost	subsample	0.8
PAAD_DFI_df377	XGBoost	nthread	1
PAAD_DFI_df377	XGBoost	validate_parameters	TRUE
PAAD_DFI_df377	XGBoost	nrounds	500
PAAD_DFI_df377	RSF	ntree	1000
PAAD_DFI_df377	RSF	mtry	22
PAAD_DFI_df377	RSF	nodesize	15
PAAD_DFI_df377	MTLR	nintervals	default
PAAD_DFI_df377	MTLR	regularization	C1=1
PAAD_DFI_df377	MVL	weight_XGBoost	4.708569
PAAD_DFI_df377	MVL	weight_MTLR	2.770159
PAAD_DFI_df377	MVL	weight_RSF	-1.788262
PAAD_DFI_df377	MVL	weight_Boruta	0.200183
PAAD_DSS_df377	XGBoost	objective	survival:cox
PAAD_DSS_df377	XGBoost	eval_metric	cox-nloglik
PAAD_DSS_df377	XGBoost	eta	0.05
PAAD_DSS_df377	XGBoost	max_depth	4
PAAD_DSS_df377	XGBoost	min_child_weight	3
PAAD_DSS_df377	XGBoost	subsample	0.8
PAAD_DSS_df377	XGBoost	nthread	1
PAAD_DSS_df377	XGBoost	validate_parameters	TRUE
PAAD_DSS_df377	XGBoost	nrounds	500
PAAD_DSS_df377	RSF	ntree	1000
PAAD_DSS_df377	RSF	mtry	22
PAAD_DSS_df377	RSF	nodesize	15
PAAD_DSS_df377	MTLR	nintervals	default
PAAD_DSS_df377	MTLR	regularization	C1=0.1
PAAD_DSS_df377	MVL	weight_RSF	0.25
PAAD_DSS_df377	MVL	weight_XGBoost	0.25
PAAD_DSS_df377	MVL	weight_MTLR	0.25
PAAD_DSS_df377	MVL	weight_Boruta	0.25
PAAD_OS_df377	XGBoost	objective	survival:cox
PAAD_OS_df377	XGBoost	eval_metric	cox-nloglik
PAAD_OS_df377	XGBoost	eta	0.05
PAAD_OS_df377	XGBoost	max_depth	4
PAAD_OS_df377	XGBoost	min_child_weight	3
PAAD_OS_df377	XGBoost	subsample	0.8
PAAD_OS_df377	XGBoost	nthread	1
PAAD_OS_df377	XGBoost	validate_parameters	TRUE
PAAD_OS_df377	XGBoost	nrounds	500
PAAD_OS_df377	RSF	ntree	1000
PAAD_OS_df377	RSF	mtry	22
PAAD_OS_df377	RSF	nodesize	15
PAAD_OS_df377	MTLR	nintervals	default
PAAD_OS_df377	MTLR	regularization	C1=1
PAAD_OS_df377	MVL	weight_RSF	0.25
PAAD_OS_df377	MVL	weight_XGBoost	0.25
PAAD_OS_df377	MVL	weight_MTLR	0.25
PAAD_OS_df377	MVL	weight_Boruta	0.25
PAAD_PFI_df377	XGBoost	objective	survival:cox
PAAD_PFI_df377	XGBoost	eval_metric	cox-nloglik
PAAD_PFI_df377	XGBoost	eta	0.05
PAAD_PFI_df377	XGBoost	max_depth	4
PAAD_PFI_df377	XGBoost	min_child_weight	3
PAAD_PFI_df377	XGBoost	subsample	0.8
PAAD_PFI_df377	XGBoost	nthread	1
PAAD_PFI_df377	XGBoost	validate_parameters	TRUE
PAAD_PFI_df377	XGBoost	nrounds	500
PAAD_PFI_df377	RSF	ntree	1000
PAAD_PFI_df377	RSF	mtry	22
PAAD_PFI_df377	RSF	nodesize	15
PAAD_PFI_df377	MTLR	nintervals	default
PAAD_PFI_df377	MTLR	regularization	C1=1
PAAD_PFI_df377	MVL	weight_RSF	0.25
PAAD_PFI_df377	MVL	weight_XGBoost	0.25
PAAD_PFI_df377	MVL	weight_MTLR	0.25
PAAD_PFI_df377	MVL	weight_Boruta	0.25
PCPG_PFI_df161	XGBoost	objective	survival:cox
PCPG_PFI_df161	XGBoost	eval_metric	cox-nloglik
PCPG_PFI_df161	XGBoost	eta	0.05
PCPG_PFI_df161	XGBoost	max_depth	4
PCPG_PFI_df161	XGBoost	min_child_weight	3
PCPG_PFI_df161	XGBoost	subsample	0.8
PCPG_PFI_df161	XGBoost	nthread	1
PCPG_PFI_df161	XGBoost	validate_parameters	TRUE
PCPG_PFI_df161	XGBoost	nrounds	500
PCPG_PFI_df161	RSF	ntree	1000
PCPG_PFI_df161	RSF	mtry	10
PCPG_PFI_df161	RSF	nodesize	15
PCPG_PFI_df161	MTLR	nintervals	default
PCPG_PFI_df161	MTLR	regularization	C1=100
PCPG_PFI_df161	MVL	weight_RSF	0.25
PCPG_PFI_df161	MVL	weight_XGBoost	0.25
PCPG_PFI_df161	MVL	weight_MTLR	0.25
PCPG_PFI_df161	MVL	weight_Boruta	0.25
PRAD_DFI_df374	XGBoost	objective	survival:cox
PRAD_DFI_df374	XGBoost	eval_metric	cox-nloglik
PRAD_DFI_df374	XGBoost	eta	0.05
PRAD_DFI_df374	XGBoost	max_depth	4
PRAD_DFI_df374	XGBoost	min_child_weight	3
PRAD_DFI_df374	XGBoost	subsample	0.8
PRAD_DFI_df374	XGBoost	nthread	1
PRAD_DFI_df374	XGBoost	validate_parameters	TRUE
PRAD_DFI_df374	XGBoost	nrounds	500
PRAD_DFI_df374	RSF	ntree	1000
PRAD_DFI_df374	RSF	mtry	33
PRAD_DFI_df374	RSF	nodesize	15
PRAD_DFI_df374	MTLR	nintervals	default
PRAD_DFI_df374	MTLR	regularization	C1=1
PRAD_DFI_df374	MVL	weight_XGBoost	2.933053
PRAD_DFI_df374	MVL	weight_MTLR	0.624553
PRAD_DFI_df374	MVL	weight_Boruta	0.552307
PRAD_DFI_df374	MVL	weight_RSF	-0.351885
PRAD_PFI_df374	XGBoost	objective	survival:cox
PRAD_PFI_df374	XGBoost	eval_metric	cox-nloglik
PRAD_PFI_df374	XGBoost	eta	0.05
PRAD_PFI_df374	XGBoost	max_depth	4
PRAD_PFI_df374	XGBoost	min_child_weight	3
PRAD_PFI_df374	XGBoost	subsample	0.8
PRAD_PFI_df374	XGBoost	nthread	1
PRAD_PFI_df374	XGBoost	validate_parameters	TRUE
PRAD_PFI_df374	XGBoost	nrounds	500
PRAD_PFI_df374	RSF	ntree	1000
PRAD_PFI_df374	RSF	mtry	33
PRAD_PFI_df374	RSF	nodesize	15
PRAD_PFI_df374	MTLR	nintervals	default
PRAD_PFI_df374	MTLR	regularization	C1=1
PRAD_PFI_df374	MVL	weight_XGBoost	4.294562
PRAD_PFI_df374	MVL	weight_RSF	0.409526
PRAD_PFI_df374	MVL	weight_MTLR	0.127155
PRAD_PFI_df374	MVL	weight_Boruta	0.108658
READ_OS_df160	XGBoost	objective	survival:cox
READ_OS_df160	XGBoost	eval_metric	cox-nloglik
READ_OS_df160	XGBoost	eta	0.05
READ_OS_df160	XGBoost	max_depth	4
READ_OS_df160	XGBoost	min_child_weight	3
READ_OS_df160	XGBoost	subsample	0.8
READ_OS_df160	XGBoost	nthread	1
READ_OS_df160	XGBoost	validate_parameters	TRUE
READ_OS_df160	XGBoost	nrounds	500
READ_OS_df160	RSF	ntree	1000
READ_OS_df160	RSF	mtry	8
READ_OS_df160	RSF	nodesize	15
READ_OS_df160	MTLR	nintervals	default
READ_OS_df160	MTLR	regularization	C1=1000
READ_OS_df160	MVL	weight_XGBoost	25.938395
READ_OS_df160	MVL	weight_MTLR	0.27617
READ_OS_df160	MVL	weight_RSF	-0.142311
READ_OS_df160	MVL	weight_Boruta	-0.044333
READ_PFI_df160	XGBoost	objective	survival:cox
READ_PFI_df160	XGBoost	eval_metric	cox-nloglik
READ_PFI_df160	XGBoost	eta	0.05
READ_PFI_df160	XGBoost	max_depth	4
READ_PFI_df160	XGBoost	min_child_weight	3
READ_PFI_df160	XGBoost	subsample	0.8
READ_PFI_df160	XGBoost	nthread	1
READ_PFI_df160	XGBoost	validate_parameters	TRUE
READ_PFI_df160	XGBoost	nrounds	500
READ_PFI_df160	RSF	ntree	1000
READ_PFI_df160	RSF	mtry	8
READ_PFI_df160	RSF	nodesize	15
READ_PFI_df160	MTLR	nintervals	default
READ_PFI_df160	MTLR	regularization	C1=1000
READ_PFI_df160	MVL	weight_RSF	0.25
READ_PFI_df160	MVL	weight_XGBoost	0.25
READ_PFI_df160	MVL	weight_MTLR	0.25
READ_PFI_df160	MVL	weight_Boruta	0.25
SARC_DFI_df305	XGBoost	objective	survival:cox
SARC_DFI_df305	XGBoost	eval_metric	cox-nloglik
SARC_DFI_df305	XGBoost	eta	0.05
SARC_DFI_df305	XGBoost	max_depth	4
SARC_DFI_df305	XGBoost	min_child_weight	3
SARC_DFI_df305	XGBoost	subsample	0.8
SARC_DFI_df305	XGBoost	nthread	1
SARC_DFI_df305	XGBoost	validate_parameters	TRUE
SARC_DFI_df305	XGBoost	nrounds	500
SARC_DFI_df305	RSF	ntree	1000
SARC_DFI_df305	RSF	mtry	14
SARC_DFI_df305	RSF	nodesize	15
SARC_DFI_df305	MTLR	nintervals	default
SARC_DFI_df305	MTLR	regularization	C1=1
SARC_DFI_df305	MVL	weight_XGBoost	4.276954
SARC_DFI_df305	MVL	weight_MTLR	0.560794
SARC_DFI_df305	MVL	weight_Boruta	0.427702
SARC_DFI_df305	MVL	weight_RSF	-0.263287
SARC_DSS_df305	XGBoost	objective	survival:cox
SARC_DSS_df305	XGBoost	eval_metric	cox-nloglik
SARC_DSS_df305	XGBoost	eta	0.05
SARC_DSS_df305	XGBoost	max_depth	4
SARC_DSS_df305	XGBoost	min_child_weight	3
SARC_DSS_df305	XGBoost	subsample	0.8
SARC_DSS_df305	XGBoost	nthread	1
SARC_DSS_df305	XGBoost	validate_parameters	TRUE
SARC_DSS_df305	XGBoost	nrounds	500
SARC_DSS_df305	RSF	ntree	1000
SARC_DSS_df305	RSF	mtry	14
SARC_DSS_df305	RSF	nodesize	15
SARC_DSS_df305	MTLR	nintervals	default
SARC_DSS_df305	MTLR	regularization	C1=1
SARC_DSS_df305	MVL	weight_XGBoost	4.435104
SARC_DSS_df305	MVL	weight_Boruta	0.413573
SARC_DSS_df305	MVL	weight_MTLR	0.295037
SARC_DSS_df305	MVL	weight_RSF	-0.131281
SARC_OS_df305	XGBoost	objective	survival:cox
SARC_OS_df305	XGBoost	eval_metric	cox-nloglik
SARC_OS_df305	XGBoost	eta	0.05
SARC_OS_df305	XGBoost	max_depth	4
SARC_OS_df305	XGBoost	min_child_weight	3
SARC_OS_df305	XGBoost	subsample	0.8
SARC_OS_df305	XGBoost	nthread	1
SARC_OS_df305	XGBoost	validate_parameters	TRUE
SARC_OS_df305	XGBoost	nrounds	500
SARC_OS_df305	RSF	ntree	1000
SARC_OS_df305	RSF	mtry	14
SARC_OS_df305	RSF	nodesize	15
SARC_OS_df305	MTLR	nintervals	default
SARC_OS_df305	MTLR	regularization	C1=1
SARC_OS_df305	MVL	weight_XGBoost	4.299042
SARC_OS_df305	MVL	weight_MTLR	0.624064
SARC_OS_df305	MVL	weight_RSF	-0.289178
SARC_OS_df305	MVL	weight_Boruta	0.287861
SARC_PFI_df305	XGBoost	objective	survival:cox
SARC_PFI_df305	XGBoost	eval_metric	cox-nloglik
SARC_PFI_df305	XGBoost	eta	0.05
SARC_PFI_df305	XGBoost	max_depth	4
SARC_PFI_df305	XGBoost	min_child_weight	3
SARC_PFI_df305	XGBoost	subsample	0.8
SARC_PFI_df305	XGBoost	nthread	1
SARC_PFI_df305	XGBoost	validate_parameters	TRUE
SARC_PFI_df305	XGBoost	nrounds	500
SARC_PFI_df305	RSF	ntree	1000
SARC_PFI_df305	RSF	mtry	14
SARC_PFI_df305	RSF	nodesize	15
SARC_PFI_df305	MTLR	nintervals	default
SARC_PFI_df305	MTLR	regularization	C1=10
SARC_PFI_df305	MVL	weight_XGBoost	2.968443
SARC_PFI_df305	MVL	weight_Boruta	0.260646
SARC_PFI_df305	MVL	weight_RSF	0.189746
SARC_PFI_df305	MVL	weight_MTLR	0.059814
SKCM_DSS_df377	XGBoost	objective	survival:cox
SKCM_DSS_df377	XGBoost	eval_metric	cox-nloglik
SKCM_DSS_df377	XGBoost	eta	0.05
SKCM_DSS_df377	XGBoost	max_depth	4
SKCM_DSS_df377	XGBoost	min_child_weight	3
SKCM_DSS_df377	XGBoost	subsample	0.8
SKCM_DSS_df377	XGBoost	nthread	1
SKCM_DSS_df377	XGBoost	validate_parameters	TRUE
SKCM_DSS_df377	XGBoost	nrounds	500
SKCM_DSS_df377	RSF	ntree	1000
SKCM_DSS_df377	RSF	mtry	20
SKCM_DSS_df377	RSF	nodesize	15
SKCM_DSS_df377	MTLR	nintervals	default
SKCM_DSS_df377	MTLR	regularization	C1=1
SKCM_DSS_df377	MVL	weight_RSF	0.25
SKCM_DSS_df377	MVL	weight_XGBoost	0.25
SKCM_DSS_df377	MVL	weight_MTLR	0.25
SKCM_DSS_df377	MVL	weight_Boruta	0.25
SKCM_OS_df377	XGBoost	objective	survival:cox
SKCM_OS_df377	XGBoost	eval_metric	cox-nloglik
SKCM_OS_df377	XGBoost	eta	0.05
SKCM_OS_df377	XGBoost	max_depth	4
SKCM_OS_df377	XGBoost	min_child_weight	3
SKCM_OS_df377	XGBoost	subsample	0.8
SKCM_OS_df377	XGBoost	nthread	1
SKCM_OS_df377	XGBoost	validate_parameters	TRUE
SKCM_OS_df377	XGBoost	nrounds	500
SKCM_OS_df377	RSF	ntree	1000
SKCM_OS_df377	RSF	mtry	20
SKCM_OS_df377	RSF	nodesize	15
SKCM_OS_df377	MTLR	nintervals	default
SKCM_OS_df377	MTLR	regularization	C1=1
SKCM_OS_df377	MVL	weight_RSF	0.25
SKCM_OS_df377	MVL	weight_XGBoost	0.25
SKCM_OS_df377	MVL	weight_MTLR	0.25
SKCM_OS_df377	MVL	weight_Boruta	0.25
SKCM_PFI_df377	XGBoost	objective	survival:cox
SKCM_PFI_df377	XGBoost	eval_metric	cox-nloglik
SKCM_PFI_df377	XGBoost	eta	0.05
SKCM_PFI_df377	XGBoost	max_depth	4
SKCM_PFI_df377	XGBoost	min_child_weight	3
SKCM_PFI_df377	XGBoost	subsample	0.8
SKCM_PFI_df377	XGBoost	nthread	1
SKCM_PFI_df377	XGBoost	validate_parameters	TRUE
SKCM_PFI_df377	XGBoost	nrounds	500
SKCM_PFI_df377	RSF	ntree	1000
SKCM_PFI_df377	RSF	mtry	20
SKCM_PFI_df377	RSF	nodesize	15
SKCM_PFI_df377	MTLR	nintervals	default
SKCM_PFI_df377	MTLR	regularization	C1=1
SKCM_PFI_df377	MVL	weight_RSF	0.25
SKCM_PFI_df377	MVL	weight_XGBoost	0.25
SKCM_PFI_df377	MVL	weight_MTLR	0.25
SKCM_PFI_df377	MVL	weight_Boruta	0.25
STAD_DFI_df157	XGBoost	objective	survival:cox
STAD_DFI_df157	XGBoost	eval_metric	cox-nloglik
STAD_DFI_df157	XGBoost	eta	0.05
STAD_DFI_df157	XGBoost	max_depth	4
STAD_DFI_df157	XGBoost	min_child_weight	3
STAD_DFI_df157	XGBoost	subsample	0.8
STAD_DFI_df157	XGBoost	nthread	1
STAD_DFI_df157	XGBoost	validate_parameters	TRUE
STAD_DFI_df157	XGBoost	nrounds	500
STAD_DFI_df157	RSF	ntree	1000
STAD_DFI_df157	RSF	mtry	34
STAD_DFI_df157	RSF	nodesize	15
STAD_DFI_df157	MTLR	nintervals	default
STAD_DFI_df157	MTLR	regularization	C1=1
STAD_DFI_df157	MVL	weight_RSF	0.25
STAD_DFI_df157	MVL	weight_XGBoost	0.25
STAD_DFI_df157	MVL	weight_MTLR	0.25
STAD_DFI_df157	MVL	weight_Boruta	0.25
STAD_DSS_df157	XGBoost	objective	survival:cox
STAD_DSS_df157	XGBoost	eval_metric	cox-nloglik
STAD_DSS_df157	XGBoost	eta	0.05
STAD_DSS_df157	XGBoost	max_depth	4
STAD_DSS_df157	XGBoost	min_child_weight	3
STAD_DSS_df157	XGBoost	subsample	0.8
STAD_DSS_df157	XGBoost	nthread	1
STAD_DSS_df157	XGBoost	validate_parameters	TRUE
STAD_DSS_df157	XGBoost	nrounds	500
STAD_DSS_df157	RSF	ntree	1000
STAD_DSS_df157	RSF	mtry	34
STAD_DSS_df157	RSF	nodesize	15
STAD_DSS_df157	MTLR	nintervals	default
STAD_DSS_df157	MTLR	regularization	C1=1
STAD_DSS_df157	MVL	weight_RSF	0.25
STAD_DSS_df157	MVL	weight_XGBoost	0.25
STAD_DSS_df157	MVL	weight_MTLR	0.25
STAD_DSS_df157	MVL	weight_Boruta	0.25
STAD_OS_df157	XGBoost	objective	survival:cox
STAD_OS_df157	XGBoost	eval_metric	cox-nloglik
STAD_OS_df157	XGBoost	eta	0.05
STAD_OS_df157	XGBoost	max_depth	4
STAD_OS_df157	XGBoost	min_child_weight	3
STAD_OS_df157	XGBoost	subsample	0.8
STAD_OS_df157	XGBoost	nthread	1
STAD_OS_df157	XGBoost	validate_parameters	TRUE
STAD_OS_df157	XGBoost	nrounds	500
STAD_OS_df157	RSF	ntree	1000
STAD_OS_df157	RSF	mtry	34
STAD_OS_df157	RSF	nodesize	15
STAD_OS_df157	MTLR	nintervals	default
STAD_OS_df157	MTLR	regularization	C1=1
STAD_OS_df157	MVL	weight_RSF	0.25
STAD_OS_df157	MVL	weight_XGBoost	0.25
STAD_OS_df157	MVL	weight_MTLR	0.25
STAD_OS_df157	MVL	weight_Boruta	0.25
STAD_PFI_df157	XGBoost	objective	survival:cox
STAD_PFI_df157	XGBoost	eval_metric	cox-nloglik
STAD_PFI_df157	XGBoost	eta	0.05
STAD_PFI_df157	XGBoost	max_depth	4
STAD_PFI_df157	XGBoost	min_child_weight	3
STAD_PFI_df157	XGBoost	subsample	0.8
STAD_PFI_df157	XGBoost	nthread	1
STAD_PFI_df157	XGBoost	validate_parameters	TRUE
STAD_PFI_df157	XGBoost	nrounds	500
STAD_PFI_df157	RSF	ntree	1000
STAD_PFI_df157	RSF	mtry	34
STAD_PFI_df157	RSF	nodesize	15
STAD_PFI_df157	MTLR	nintervals	default
STAD_PFI_df157	MTLR	regularization	C1=1
STAD_PFI_df157	MVL	weight_RSF	0.25
STAD_PFI_df157	MVL	weight_XGBoost	0.25
STAD_PFI_df157	MVL	weight_MTLR	0.25
STAD_PFI_df157	MVL	weight_Boruta	0.25
TGCT_DFI_df377	XGBoost	objective	survival:cox
TGCT_DFI_df377	XGBoost	eval_metric	cox-nloglik
TGCT_DFI_df377	XGBoost	eta	0.05
TGCT_DFI_df377	XGBoost	max_depth	4
TGCT_DFI_df377	XGBoost	min_child_weight	3
TGCT_DFI_df377	XGBoost	subsample	0.8
TGCT_DFI_df377	XGBoost	nthread	1
TGCT_DFI_df377	XGBoost	validate_parameters	TRUE
TGCT_DFI_df377	XGBoost	nrounds	500
TGCT_DFI_df377	RSF	ntree	1000
TGCT_DFI_df377	RSF	mtry	8
TGCT_DFI_df377	RSF	nodesize	15
TGCT_DFI_df377	MTLR	nintervals	default
TGCT_DFI_df377	MTLR	regularization	C1=0.1
TGCT_DFI_df377	MVL	weight_XGBoost	8.535395
TGCT_DFI_df377	MVL	weight_MTLR	1.000477
TGCT_DFI_df377	MVL	weight_RSF	-0.378177
TGCT_DFI_df377	MVL	weight_Boruta	0.212553
TGCT_PFI_df377	XGBoost	objective	survival:cox
TGCT_PFI_df377	XGBoost	eval_metric	cox-nloglik
TGCT_PFI_df377	XGBoost	eta	0.05
TGCT_PFI_df377	XGBoost	max_depth	4
TGCT_PFI_df377	XGBoost	min_child_weight	3
TGCT_PFI_df377	XGBoost	subsample	0.8
TGCT_PFI_df377	XGBoost	nthread	1
TGCT_PFI_df377	XGBoost	validate_parameters	TRUE
TGCT_PFI_df377	XGBoost	nrounds	500
TGCT_PFI_df377	RSF	ntree	1000
TGCT_PFI_df377	RSF	mtry	8
TGCT_PFI_df377	RSF	nodesize	15
TGCT_PFI_df377	MTLR	nintervals	default
TGCT_PFI_df377	MTLR	regularization	C1=1000
TGCT_PFI_df377	MVL	weight_XGBoost	16.995042
TGCT_PFI_df377	MVL	weight_RSF	0.29988
TGCT_PFI_df377	MVL	weight_MTLR	0.222143
TGCT_PFI_df377	MVL	weight_Boruta	0.113324
THCA_DFI_df377	XGBoost	objective	survival:cox
THCA_DFI_df377	XGBoost	eval_metric	cox-nloglik
THCA_DFI_df377	XGBoost	eta	0.05
THCA_DFI_df377	XGBoost	max_depth	4
THCA_DFI_df377	XGBoost	min_child_weight	3
THCA_DFI_df377	XGBoost	subsample	0.8
THCA_DFI_df377	XGBoost	nthread	1
THCA_DFI_df377	XGBoost	validate_parameters	TRUE
THCA_DFI_df377	XGBoost	nrounds	500
THCA_DFI_df377	RSF	ntree	1000
THCA_DFI_df377	RSF	mtry	23
THCA_DFI_df377	RSF	nodesize	15
THCA_DFI_df377	MTLR	nintervals	default
THCA_DFI_df377	MTLR	regularization	C1=1
THCA_DFI_df377	MVL	weight_RSF	0.25
THCA_DFI_df377	MVL	weight_XGBoost	0.25
THCA_DFI_df377	MVL	weight_MTLR	0.25
THCA_DFI_df377	MVL	weight_Boruta	0.25
THCA_OS_df377	XGBoost	objective	survival:cox
THCA_OS_df377	XGBoost	eval_metric	cox-nloglik
THCA_OS_df377	XGBoost	eta	0.05
THCA_OS_df377	XGBoost	max_depth	4
THCA_OS_df377	XGBoost	min_child_weight	3
THCA_OS_df377	XGBoost	subsample	0.8
THCA_OS_df377	XGBoost	nthread	1
THCA_OS_df377	XGBoost	validate_parameters	TRUE
THCA_OS_df377	XGBoost	nrounds	500
THCA_OS_df377	RSF	ntree	1000
THCA_OS_df377	RSF	mtry	23
THCA_OS_df377	RSF	nodesize	15
THCA_OS_df377	MTLR	nintervals	default
THCA_OS_df377	MTLR	regularization	C1=0.1
THCA_OS_df377	MVL	weight_RSF	0.25
THCA_OS_df377	MVL	weight_XGBoost	0.25
THCA_OS_df377	MVL	weight_MTLR	0.25
THCA_OS_df377	MVL	weight_Boruta	0.25
THCA_PFI_df377	XGBoost	objective	survival:cox
THCA_PFI_df377	XGBoost	eval_metric	cox-nloglik
THCA_PFI_df377	XGBoost	eta	0.05
THCA_PFI_df377	XGBoost	max_depth	4
THCA_PFI_df377	XGBoost	min_child_weight	3
THCA_PFI_df377	XGBoost	subsample	0.8
THCA_PFI_df377	XGBoost	nthread	1
THCA_PFI_df377	XGBoost	validate_parameters	TRUE
THCA_PFI_df377	XGBoost	nrounds	500
THCA_PFI_df377	RSF	ntree	1000
THCA_PFI_df377	RSF	mtry	23
THCA_PFI_df377	RSF	nodesize	15
THCA_PFI_df377	MTLR	nintervals	default
THCA_PFI_df377	MTLR	regularization	C1=1
THCA_PFI_df377	MVL	weight_RSF	0.25
THCA_PFI_df377	MVL	weight_XGBoost	0.25
THCA_PFI_df377	MVL	weight_MTLR	0.25
THCA_PFI_df377	MVL	weight_Boruta	0.25
THYM_PFI_df377	XGBoost	objective	survival:cox
THYM_PFI_df377	XGBoost	eval_metric	cox-nloglik
THYM_PFI_df377	XGBoost	eta	0.05
THYM_PFI_df377	XGBoost	max_depth	4
THYM_PFI_df377	XGBoost	min_child_weight	3
THYM_PFI_df377	XGBoost	subsample	0.8
THYM_PFI_df377	XGBoost	nthread	1
THYM_PFI_df377	XGBoost	validate_parameters	TRUE
THYM_PFI_df377	XGBoost	nrounds	500
THYM_PFI_df377	RSF	ntree	1000
THYM_PFI_df377	RSF	mtry	22
THYM_PFI_df377	RSF	nodesize	15
THYM_PFI_df377	MTLR	nintervals	default
THYM_PFI_df377	MTLR	regularization	C1=100
THYM_PFI_df377	MVL	weight_XGBoost	14.917118
THYM_PFI_df377	MVL	weight_MTLR	0.476001
THYM_PFI_df377	MVL	weight_RSF	0.295265
THYM_PFI_df377	MVL	weight_Boruta	0.133253
UCEC_DSS_df377	XGBoost	objective	survival:cox
UCEC_DSS_df377	XGBoost	eval_metric	cox-nloglik
UCEC_DSS_df377	XGBoost	eta	0.05
UCEC_DSS_df377	XGBoost	max_depth	4
UCEC_DSS_df377	XGBoost	min_child_weight	3
UCEC_DSS_df377	XGBoost	subsample	0.8
UCEC_DSS_df377	XGBoost	nthread	1
UCEC_DSS_df377	XGBoost	validate_parameters	TRUE
UCEC_DSS_df377	XGBoost	nrounds	500
UCEC_DSS_df377	RSF	ntree	1000
UCEC_DSS_df377	RSF	mtry	15
UCEC_DSS_df377	RSF	nodesize	15
UCEC_DSS_df377	MTLR	nintervals	default
UCEC_DSS_df377	MTLR	regularization	C1=0.1
UCEC_DSS_df377	MVL	weight_RSF	0.25
UCEC_DSS_df377	MVL	weight_XGBoost	0.25
UCEC_DSS_df377	MVL	weight_MTLR	0.25
UCEC_DSS_df377	MVL	weight_Boruta	0.25
UCEC_OS_df377	XGBoost	objective	survival:cox
UCEC_OS_df377	XGBoost	eval_metric	cox-nloglik
UCEC_OS_df377	XGBoost	eta	0.05
UCEC_OS_df377	XGBoost	max_depth	4
UCEC_OS_df377	XGBoost	min_child_weight	3
UCEC_OS_df377	XGBoost	subsample	0.8
UCEC_OS_df377	XGBoost	nthread	1
UCEC_OS_df377	XGBoost	validate_parameters	TRUE
UCEC_OS_df377	XGBoost	nrounds	500
UCEC_OS_df377	RSF	ntree	1000
UCEC_OS_df377	RSF	mtry	15
UCEC_OS_df377	RSF	nodesize	15
UCEC_OS_df377	MTLR	nintervals	default
UCEC_OS_df377	MTLR	regularization	C1=0.1
UCEC_OS_df377	MVL	weight_RSF	0.25
UCEC_OS_df377	MVL	weight_XGBoost	0.25
UCEC_OS_df377	MVL	weight_MTLR	0.25
UCEC_OS_df377	MVL	weight_Boruta	0.25
UCEC_PFI_df377	XGBoost	objective	survival:cox
UCEC_PFI_df377	XGBoost	eval_metric	cox-nloglik
UCEC_PFI_df377	XGBoost	eta	0.05
UCEC_PFI_df377	XGBoost	max_depth	4
UCEC_PFI_df377	XGBoost	min_child_weight	3
UCEC_PFI_df377	XGBoost	subsample	0.8
UCEC_PFI_df377	XGBoost	nthread	1
UCEC_PFI_df377	XGBoost	validate_parameters	TRUE
UCEC_PFI_df377	XGBoost	nrounds	500
UCEC_PFI_df377	RSF	ntree	1000
UCEC_PFI_df377	RSF	mtry	15
UCEC_PFI_df377	RSF	nodesize	15
UCEC_PFI_df377	MTLR	nintervals	default
UCEC_PFI_df377	MTLR	regularization	C1=0.1
UCEC_PFI_df377	MVL	weight_RSF	0.25
UCEC_PFI_df377	MVL	weight_XGBoost	0.25
UCEC_PFI_df377	MVL	weight_MTLR	0.25
UCEC_PFI_df377	MVL	weight_Boruta	0.25
UCS_DSS_df377	XGBoost	objective	survival:cox
UCS_DSS_df377	XGBoost	eval_metric	cox-nloglik
UCS_DSS_df377	XGBoost	eta	0.05
UCS_DSS_df377	XGBoost	max_depth	4
UCS_DSS_df377	XGBoost	min_child_weight	3
UCS_DSS_df377	XGBoost	subsample	0.8
UCS_DSS_df377	XGBoost	nthread	1
UCS_DSS_df377	XGBoost	validate_parameters	TRUE
UCS_DSS_df377	XGBoost	nrounds	500
UCS_DSS_df377	RSF	ntree	1000
UCS_DSS_df377	RSF	mtry	1
UCS_DSS_df377	RSF	nodesize	15
UCS_DSS_df377	MTLR	nintervals	default
UCS_DSS_df377	MTLR	regularization	C1=100
UCS_DSS_df377	MVL	weight_RSF	0.25
UCS_DSS_df377	MVL	weight_XGBoost	0.25
UCS_DSS_df377	MVL	weight_MTLR	0.25
UCS_DSS_df377	MVL	weight_Boruta	0.25
UCS_OS_df377	XGBoost	objective	survival:cox
UCS_OS_df377	XGBoost	eval_metric	cox-nloglik
UCS_OS_df377	XGBoost	eta	0.05
UCS_OS_df377	XGBoost	max_depth	4
